Name,Class,Total_Marks,Obtained_Marks,Percentage,Grade
Student_807,8th Grade,50,29,57.99999999999999,F
Student_1032,8th Grade,25,21,84.0,A
Student_1302,6th Grade,50,34,68.0,C+
Student_1326,7th Grade,50,37,74.0,B
Student_152,6th Grade,50,43,86.0,A
Student_1994,6th Grade,100,42,42.0,F
Student_702,8th Grade,100,69,69.0,C+
Student_764,7th Grade,50,45,90.0,A
Student_1305,8th Grade,50,49,98.0,A
Student_1334,7th Grade,100,59,59.0,F
Student_1872,8th Grade,25,21,84.0,A
Student_1487,8th Grade,100,91,91.0,A
Student_1223,6th Grade,100,40,40.0,F
Student_1736,7th Grade,100,20,20.0,F
Student_87,8th Grade,50,27,54.0,F
Student_376,7th Grade,50,24,48.0,F
Student_1826,8th Grade,50,34,68.0,C+
Student_298,7th Grade,25,20,80.0,A
Student_776,7th Grade,25,20,80.0,A
Student_894,7th Grade,25,22,88.0,A
Student_785,8th Grade,100,57,56.99999999999999,F
Student_709,6th Grade,25,21,84.0,A
Student_289,7th Grade,25,20,80.0,A
Student_500,8th Grade,50,39,78.0,B+
Student_235,6th Grade,100,55,55.00000000000001,F
Student_257,7th Grade,50,38,76.0,B+
Student_155,6th Grade,100,69,69.0,C+
Student_1712,8th Grade,25,25,100.0,A
Student_749,6th Grade,25,23,92.0,A
Student_1151,7th Grade,50,34,68.0,C+
Student_1260,7th Grade,25,21,84.0,A
Student_1030,6th Grade,25,24,96.0,A
Student_623,7th Grade,25,21,84.0,A
Student_444,6th Grade,50,39,78.0,B+
Student_712,7th Grade,100,29,28.999999999999996,F
Student_183,7th Grade,25,22,88.0,A
Student_236,7th Grade,25,24,96.0,A
Student_1648,8th Grade,100,69,69.0,C+
Student_225,6th Grade,50,39,78.0,B+
Student_1373,7th Grade,100,84,84.0,A
Student_1391,6th Grade,25,20,80.0,A
Student_713,6th Grade,100,57,56.99999999999999,F
Student_1282,6th Grade,25,20,80.0,A
Student_1246,8th Grade,25,25,100.0,A
Student_1671,6th Grade,25,21,84.0,A
Student_1245,8th Grade,50,33,66.0,C+
Student_716,7th Grade,50,23,46.0,F
Student_1716,7th Grade,100,96,96.0,A
Student_1456,8th Grade,100,78,78.0,B+
Student_1483,6th Grade,50,34,68.0,C+
Student_1490,8th Grade,50,32,64.0,C
Student_105,8th Grade,50,23,46.0,F
Student_1046,7th Grade,100,77,77.0,B+
Student_339,6th Grade,50,29,57.99999999999999,F
Student_1418,7th Grade,100,100,100.0,A
Student_752,6th Grade,100,59,59.0,F
Student_1921,7th Grade,100,93,93.0,A
Student_213,8th Grade,100,99,99.0,A
Student_284,7th Grade,50,39,78.0,B+
Student_1171,6th Grade,100,68,68.0,C+
Student_1011,7th Grade,100,49,49.0,F
Student_324,8th Grade,50,44,88.0,A
Student_1215,6th Grade,50,30,60.0,C
Student_1098,6th Grade,50,34,68.0,C+
Student_1563,7th Grade,50,38,76.0,B+
Student_1360,6th Grade,100,30,30.0,F
Student_335,8th Grade,25,24,96.0,A
Student_119,8th Grade,100,90,90.0,A
Student_1063,8th Grade,25,24,96.0,A
Student_1427,7th Grade,100,58,57.99999999999999,F
Student_1603,6th Grade,100,77,77.0,B+
Student_793,6th Grade,50,22,44.0,F
Student_234,7th Grade,25,21,84.0,A
Student_173,8th Grade,25,24,96.0,A
Student_816,6th Grade,25,24,96.0,A
Student_1065,7th Grade,100,21,21.0,F
Student_210,6th Grade,25,22,88.0,A
Student_1139,6th Grade,50,31,62.0,C
Student_1328,8th Grade,100,51,51.0,F
Student_1739,8th Grade,100,20,20.0,F
Student_58,6th Grade,100,72,72.0,B
Student_1806,7th Grade,100,38,38.0,F
Student_1693,6th Grade,100,91,91.0,A
Student_366,7th Grade,50,38,76.0,B+
Student_455,6th Grade,25,20,80.0,A
Student_919,8th Grade,25,20,80.0,A
Student_775,6th Grade,100,98,98.0,A
Student_1495,8th Grade,50,45,90.0,A
Student_1629,8th Grade,50,39,78.0,B+
Student_872,7th Grade,50,38,76.0,B+
Student_1679,8th Grade,25,23,92.0,A
Student_1264,6th Grade,100,85,85.0,A
Student_1619,7th Grade,25,25,100.0,A
Student_250,8th Grade,100,32,32.0,F
Student_1002,8th Grade,50,33,66.0,C+
Student_367,7th Grade,25,25,100.0,A
Student_1764,7th Grade,100,91,91.0,A
Student_835,8th Grade,50,41,82.0,A
Student_1221,6th Grade,50,41,82.0,A
Student_1681,7th Grade,25,24,96.0,A
Student_1647,8th Grade,100,53,53.0,F
Student_409,8th Grade,50,36,72.0,B
Student_1136,6th Grade,100,57,56.99999999999999,F
Student_1795,6th Grade,50,33,66.0,C+
Student_1514,6th Grade,100,59,59.0,F
Student_486,7th Grade,100,46,46.0,F
Student_754,6th Grade,50,37,74.0,B
Student_1817,6th Grade,50,20,40.0,F
Student_1486,6th Grade,25,21,84.0,A
Student_1535,6th Grade,50,28,56.00000000000001,F
Student_476,6th Grade,50,48,96.0,A
Student_1214,6th Grade,50,33,66.0,C+
Student_1116,7th Grade,100,65,65.0,C+
Student_936,8th Grade,100,72,72.0,B
Student_639,7th Grade,25,22,88.0,A
Student_738,6th Grade,50,41,82.0,A
Student_1317,6th Grade,25,25,100.0,A
Student_1465,6th Grade,50,44,88.0,A
Student_1306,8th Grade,25,25,100.0,A
Student_63,7th Grade,50,28,56.00000000000001,F
Student_1127,8th Grade,25,24,96.0,A
Student_328,7th Grade,25,22,88.0,A
Student_286,8th Grade,25,21,84.0,A
Student_1378,6th Grade,25,24,96.0,A
Student_1965,6th Grade,100,23,23.0,F
Student_1867,6th Grade,100,23,23.0,F
Student_1882,7th Grade,100,86,86.0,A
Student_1499,8th Grade,100,47,47.0,F
Student_1480,6th Grade,25,23,92.0,A
Student_309,8th Grade,100,79,79.0,B+
Student_1762,8th Grade,25,25,100.0,A
Student_1770,6th Grade,25,20,80.0,A
Student_1845,7th Grade,25,24,96.0,A
Student_1694,7th Grade,25,22,88.0,A
Student_1930,8th Grade,100,97,97.0,A
Student_1230,6th Grade,50,41,82.0,A
Student_379,6th Grade,100,69,69.0,C+
Student_1066,8th Grade,100,95,95.0,A
Student_1938,6th Grade,25,24,96.0,A
Student_116,7th Grade,25,20,80.0,A
Student_746,8th Grade,50,45,90.0,A
Student_1494,6th Grade,25,22,88.0,A
Student_711,7th Grade,100,67,67.0,C+
Student_380,8th Grade,100,49,49.0,F
Student_1985,8th Grade,100,99,99.0,A
Student_668,8th Grade,100,46,46.0,F
Student_1387,6th Grade,50,34,68.0,C+
Student_1337,7th Grade,50,42,84.0,A
Student_844,7th Grade,25,25,100.0,A
Student_556,7th Grade,50,34,68.0,C+
Student_274,7th Grade,100,64,64.0,C
Student_321,6th Grade,25,25,100.0,A
Student_1837,8th Grade,50,32,64.0,C
Student_758,7th Grade,25,23,92.0,A
Student_1238,8th Grade,50,20,40.0,F
Student_975,6th Grade,100,37,37.0,F
Student_1071,7th Grade,100,21,21.0,F
Student_1314,8th Grade,25,25,100.0,A
Student_280,6th Grade,25,20,80.0,A
Student_229,8th Grade,50,48,96.0,A
Student_856,7th Grade,50,42,84.0,A
Student_850,6th Grade,25,25,100.0,A
Student_1878,6th Grade,50,35,70.0,B
Student_1286,7th Grade,50,35,70.0,B
Student_1368,6th Grade,100,63,63.0,C
Student_1737,8th Grade,25,25,100.0,A
Student_1350,8th Grade,50,23,46.0,F
Student_1006,8th Grade,50,46,92.0,A
Student_1440,7th Grade,50,22,44.0,F
Student_977,7th Grade,100,67,67.0,C+
Student_1182,7th Grade,100,80,80.0,A
Student_428,6th Grade,50,34,68.0,C+
Student_654,8th Grade,100,28,28.000000000000004,F
Student_1180,7th Grade,100,44,44.0,F
Student_1898,7th Grade,25,20,80.0,A
Student_647,6th Grade,50,32,64.0,C
Student_1746,6th Grade,25,20,80.0,A
Student_925,8th Grade,25,21,84.0,A
Student_407,6th Grade,25,25,100.0,A
Student_1423,6th Grade,25,21,84.0,A
Student_770,8th Grade,50,48,96.0,A
Student_1261,6th Grade,25,25,100.0,A
Student_1036,7th Grade,50,38,76.0,B+
Student_612,7th Grade,50,31,62.0,C
Student_1805,7th Grade,100,54,54.0,F
Student_67,7th Grade,25,24,96.0,A
Student_718,6th Grade,25,24,96.0,A
Student_1899,6th Grade,100,41,41.0,F
Student_1542,8th Grade,50,49,98.0,A
Student_1861,8th Grade,100,62,62.0,C
Student_555,6th Grade,100,26,26.0,F
Student_849,6th Grade,25,24,96.0,A
Student_512,7th Grade,50,33,66.0,C+
Student_753,8th Grade,25,23,92.0,A
Student_243,8th Grade,25,22,88.0,A
Student_968,8th Grade,100,34,34.0,F
Student_1682,7th Grade,50,47,94.0,A
Student_661,8th Grade,100,65,65.0,C+
Student_101,8th Grade,50,32,64.0,C
Student_1443,7th Grade,50,21,42.0,F
Student_521,6th Grade,50,36,72.0,B
Student_846,7th Grade,50,48,96.0,A
Student_1284,6th Grade,50,39,78.0,B+
Student_1093,7th Grade,25,22,88.0,A
Student_1165,8th Grade,100,54,54.0,F
Student_1175,7th Grade,100,77,77.0,B+
Student_1788,7th Grade,25,25,100.0,A
Student_1504,6th Grade,100,36,36.0,F
Student_372,8th Grade,100,57,56.99999999999999,F
Student_1724,7th Grade,50,47,94.0,A
Student_1173,7th Grade,50,42,84.0,A
Student_1110,6th Grade,100,89,89.0,A
Student_560,6th Grade,50,48,96.0,A
Student_1235,8th Grade,100,83,83.0,A
Student_1039,8th Grade,50,48,96.0,A
Student_1195,8th Grade,50,30,60.0,C
Student_1886,6th Grade,25,20,80.0,A
Student_295,6th Grade,100,41,41.0,F
Student_75,7th Grade,100,31,31.0,F
Student_1436,6th Grade,25,23,92.0,A
Student_952,6th Grade,100,73,73.0,B
Student_1102,8th Grade,100,95,95.0,A
Student_935,8th Grade,50,26,52.0,F
Student_1934,7th Grade,25,21,84.0,A
Student_1484,6th Grade,100,96,96.0,A
Student_876,8th Grade,25,23,92.0,A
Student_1835,6th Grade,50,45,90.0,A
Student_395,6th Grade,50,40,80.0,A
Student_1507,6th Grade,25,24,96.0,A
Student_905,8th Grade,50,34,68.0,C+
Student_1738,6th Grade,50,27,54.0,F
Student_118,8th Grade,100,78,78.0,B+
Student_562,7th Grade,50,48,96.0,A
Student_1022,7th Grade,50,35,70.0,B
Student_439,8th Grade,50,48,96.0,A
Student_1298,7th Grade,50,39,78.0,B+
Student_1253,6th Grade,25,23,92.0,A
Student_1163,7th Grade,100,67,67.0,C+
Student_1437,7th Grade,100,72,72.0,B
Student_1672,6th Grade,100,71,71.0,B
Student_123,7th Grade,50,29,57.99999999999999,F
Student_1730,8th Grade,100,75,75.0,B+
Student_1528,7th Grade,100,73,73.0,B
Student_924,7th Grade,100,58,57.99999999999999,F
Student_843,8th Grade,50,44,88.0,A
Student_883,6th Grade,50,33,66.0,C+
Student_1626,7th Grade,25,25,100.0,A
Student_59,8th Grade,25,21,84.0,A
Student_1190,6th Grade,100,62,62.0,C
Student_818,8th Grade,50,33,66.0,C+
Student_1971,7th Grade,25,25,100.0,A
Student_388,7th Grade,100,66,66.0,C+
Student_244,7th Grade,100,41,41.0,F
Student_271,6th Grade,100,97,97.0,A
Student_84,6th Grade,25,20,80.0,A
Student_1154,8th Grade,100,54,54.0,F
Student_1388,7th Grade,100,34,34.0,F
Student_1643,7th Grade,100,72,72.0,B
Student_1650,8th Grade,100,31,31.0,F
Student_541,7th Grade,50,49,98.0,A
Student_1859,6th Grade,100,58,57.99999999999999,F
Student_677,6th Grade,100,46,46.0,F
Student_1637,8th Grade,25,21,84.0,A
Student_415,7th Grade,100,40,40.0,F
Student_1975,8th Grade,100,31,31.0,F
Student_396,7th Grade,25,20,80.0,A
Student_403,8th Grade,100,28,28.000000000000004,F
Student_599,8th Grade,100,93,93.0,A
Student_990,7th Grade,100,64,64.0,C
Student_999,8th Grade,50,38,76.0,B+
Student_1520,6th Grade,100,93,93.0,A
Student_1948,7th Grade,100,61,61.0,C
Student_1803,7th Grade,100,54,54.0,F
Student_1259,7th Grade,50,47,94.0,A
Student_867,6th Grade,100,49,49.0,F
Student_860,6th Grade,50,24,48.0,F
Student_53,7th Grade,25,20,80.0,A
Student_926,7th Grade,100,36,36.0,F
Student_1491,8th Grade,50,42,84.0,A
Student_86,7th Grade,100,94,94.0,A
Student_1854,6th Grade,25,22,88.0,A
Student_916,6th Grade,50,48,96.0,A
Student_320,7th Grade,50,35,70.0,B
Student_227,7th Grade,25,21,84.0,A
Student_137,7th Grade,50,43,86.0,A
Student_1818,8th Grade,25,22,88.0,A
Student_1061,8th Grade,25,22,88.0,A
Student_338,7th Grade,100,43,43.0,F
Student_1652,6th Grade,100,67,67.0,C+
Student_288,7th Grade,100,94,94.0,A
Student_1211,7th Grade,25,21,84.0,A
Student_25,6th Grade,100,32,32.0,F
Student_502,7th Grade,50,31,62.0,C
Student_1727,6th Grade,50,28,56.00000000000001,F
Student_1133,8th Grade,50,20,40.0,F
Student_1048,6th Grade,25,22,88.0,A
Student_496,7th Grade,100,99,99.0,A
Student_1466,7th Grade,100,60,60.0,C
Student_768,6th Grade,25,25,100.0,A
Student_1444,8th Grade,50,35,70.0,B
Student_232,6th Grade,100,28,28.000000000000004,F
Student_273,6th Grade,50,37,74.0,B
Student_1760,7th Grade,25,25,100.0,A
Student_618,8th Grade,25,25,100.0,A
Student_1821,8th Grade,25,25,100.0,A
Student_991,7th Grade,50,37,74.0,B
Student_1339,6th Grade,25,25,100.0,A
Student_1567,7th Grade,25,20,80.0,A
Student_634,7th Grade,50,20,40.0,F
Student_767,8th Grade,100,23,23.0,F
Student_814,8th Grade,25,23,92.0,A
Student_1735,6th Grade,25,23,92.0,A
Student_1206,6th Grade,50,31,62.0,C
Student_506,6th Grade,25,25,100.0,A
Student_1145,7th Grade,25,21,84.0,A
Student_237,7th Grade,100,47,47.0,F
Student_463,6th Grade,25,20,80.0,A
Student_943,7th Grade,50,48,96.0,A
Student_226,7th Grade,50,43,86.0,A
Student_813,7th Grade,25,21,84.0,A
Student_1222,8th Grade,100,94,94.0,A
Student_1125,8th Grade,100,90,90.0,A
Student_769,6th Grade,50,26,52.0,F
Student_1591,6th Grade,25,22,88.0,A
Student_993,7th Grade,50,32,64.0,C
Student_103,8th Grade,100,63,63.0,C
Student_259,8th Grade,25,20,80.0,A
Student_934,8th Grade,100,68,68.0,C+
Student_829,7th Grade,50,38,76.0,B+
Student_437,8th Grade,50,46,92.0,A
Student_1628,6th Grade,50,45,90.0,A
Student_1673,8th Grade,25,25,100.0,A
Student_1090,8th Grade,50,45,90.0,A
Student_1689,8th Grade,50,37,74.0,B
Student_404,8th Grade,25,20,80.0,A
Student_1307,7th Grade,25,23,92.0,A
Student_1158,6th Grade,25,24,96.0,A
Student_809,6th Grade,100,44,44.0,F
Student_1312,6th Grade,25,20,80.0,A
Student_1809,7th Grade,25,21,84.0,A
Student_1008,7th Grade,50,39,78.0,B+
Student_228,8th Grade,50,41,82.0,A
Student_1714,8th Grade,100,95,95.0,A
Student_21,6th Grade,100,66,66.0,C+
Student_1777,6th Grade,50,41,82.0,A
Student_803,7th Grade,50,31,62.0,C
Student_524,8th Grade,50,40,80.0,A
Student_1448,8th Grade,100,91,91.0,A
Student_1018,6th Grade,50,47,94.0,A
Student_1763,6th Grade,25,25,100.0,A
Student_1296,6th Grade,100,54,54.0,F
Student_1031,6th Grade,25,25,100.0,A
Student_592,8th Grade,25,22,88.0,A
Student_1407,7th Grade,100,90,90.0,A
Student_222,8th Grade,50,26,52.0,F
Student_1789,6th Grade,25,22,88.0,A
Student_445,7th Grade,100,71,71.0,B
Student_1424,8th Grade,100,33,33.0,F
Student_859,7th Grade,50,21,42.0,F
Student_1547,8th Grade,25,25,100.0,A
Student_1877,6th Grade,50,25,50.0,F
Student_344,6th Grade,50,36,72.0,B
Student_1226,7th Grade,100,60,60.0,C
Student_842,6th Grade,50,49,98.0,A
Student_596,6th Grade,100,54,54.0,F
Student_546,7th Grade,25,22,88.0,A
Student_613,6th Grade,25,22,88.0,A
Student_1656,7th Grade,100,85,85.0,A
Student_995,7th Grade,100,98,98.0,A
Student_326,7th Grade,100,87,87.0,A
Student_731,8th Grade,25,24,96.0,A
Student_1555,8th Grade,25,24,96.0,A
Student_17,7th Grade,50,41,82.0,A
Student_1725,6th Grade,25,21,84.0,A
Student_929,7th Grade,100,88,88.0,A
Student_1097,7th Grade,25,24,96.0,A
Student_1554,7th Grade,50,45,90.0,A
Student_1512,8th Grade,25,24,96.0,A
Student_1767,7th Grade,50,48,96.0,A
Student_801,7th Grade,25,20,80.0,A
Student_1774,6th Grade,50,47,94.0,A
Student_446,6th Grade,25,24,96.0,A
Student_1952,7th Grade,100,35,35.0,F
Student_466,8th Grade,50,22,44.0,F
Student_589,8th Grade,50,31,62.0,C
Student_1464,6th Grade,25,23,92.0,A
Student_1383,8th Grade,100,67,67.0,C+
Student_1717,7th Grade,50,46,92.0,A
Student_1811,8th Grade,25,23,92.0,A
Student_788,7th Grade,50,36,72.0,B
Student_605,6th Grade,25,22,88.0,A
Student_398,8th Grade,100,50,50.0,F
Student_186,6th Grade,50,30,60.0,C
Student_1003,8th Grade,25,22,88.0,A
Student_1303,6th Grade,100,76,76.0,B+
Student_401,7th Grade,50,46,92.0,A
Student_1813,8th Grade,100,36,36.0,F
Student_1177,8th Grade,100,22,22.0,F
Student_1825,7th Grade,100,98,98.0,A
Student_433,6th Grade,50,49,98.0,A
Student_1103,6th Grade,25,20,80.0,A
Student_782,6th Grade,50,44,88.0,A
Student_757,6th Grade,100,98,98.0,A
Student_1687,6th Grade,25,22,88.0,A
Student_1565,6th Grade,50,27,54.0,F
Student_474,6th Grade,50,43,86.0,A
Student_1024,6th Grade,25,23,92.0,A
Student_1251,7th Grade,100,78,78.0,B+
Student_528,7th Grade,100,31,31.0,F
Student_1335,8th Grade,25,23,92.0,A
Student_60,8th Grade,50,46,92.0,A
Student_453,7th Grade,100,74,74.0,B
Student_1114,8th Grade,25,24,96.0,A
Student_516,6th Grade,50,38,76.0,B+
Student_1799,6th Grade,100,63,63.0,C
Student_146,8th Grade,50,36,72.0,B
Student_1329,6th Grade,100,71,71.0,B
Student_978,7th Grade,100,85,85.0,A
Student_1304,8th Grade,25,24,96.0,A
Student_1354,8th Grade,25,21,84.0,A
Student_169,6th Grade,25,21,84.0,A
Student_1232,8th Grade,100,41,41.0,F
Student_214,6th Grade,100,85,85.0,A
Student_1349,6th Grade,100,32,32.0,F
Student_831,7th Grade,25,22,88.0,A
Student_804,7th Grade,100,79,79.0,B+
Student_1551,7th Grade,100,36,36.0,F
Student_1010,8th Grade,50,45,90.0,A
Student_1992,7th Grade,25,24,96.0,A
Student_507,6th Grade,50,38,76.0,B+
Student_700,7th Grade,100,94,94.0,A
Student_1613,7th Grade,100,23,23.0,F
Student_690,6th Grade,50,42,84.0,A
Student_1408,7th Grade,50,44,88.0,A
Student_471,8th Grade,100,53,53.0,F
Student_1000,6th Grade,50,22,44.0,F
Student_649,7th Grade,100,84,84.0,A
Student_1196,7th Grade,50,33,66.0,C+
Student_815,6th Grade,25,20,80.0,A
Student_880,7th Grade,25,21,84.0,A
Student_728,6th Grade,50,29,57.99999999999999,F
Student_1790,7th Grade,25,21,84.0,A
Student_992,8th Grade,100,85,85.0,A
Student_256,8th Grade,50,21,42.0,F
Student_942,7th Grade,25,22,88.0,A
Student_1625,6th Grade,100,43,43.0,F
Student_551,6th Grade,50,20,40.0,F
Student_1901,7th Grade,25,24,96.0,A
Student_717,7th Grade,25,22,88.0,A
Student_884,6th Grade,100,58,57.99999999999999,F
Student_1522,6th Grade,25,23,92.0,A
Student_16,6th Grade,25,25,100.0,A
Student_212,6th Grade,100,62,62.0,C
Student_1970,6th Grade,25,22,88.0,A
Student_216,7th Grade,100,27,27.0,F
Student_200,6th Grade,25,20,80.0,A
Student_1185,7th Grade,50,38,76.0,B+
Student_1782,6th Grade,50,45,90.0,A
Student_1128,8th Grade,50,25,50.0,F
Student_1496,7th Grade,100,78,78.0,B+
Student_69,7th Grade,100,52,52.0,F
Student_1439,7th Grade,100,47,47.0,F
Student_468,7th Grade,25,21,84.0,A
Student_821,6th Grade,100,68,68.0,C+
Student_1916,7th Grade,100,66,66.0,C+
Student_387,8th Grade,50,49,98.0,A
Student_950,7th Grade,100,35,35.0,F
Student_687,8th Grade,100,59,59.0,F
Student_697,8th Grade,100,67,67.0,C+
Student_1229,7th Grade,50,28,56.00000000000001,F
Student_1895,6th Grade,50,25,50.0,F
Student_1814,8th Grade,50,26,52.0,F
Student_261,6th Grade,50,26,52.0,F
Student_1630,6th Grade,100,83,83.0,A
Student_332,6th Grade,100,43,43.0,F
Student_1315,7th Grade,100,48,48.0,F
Student_371,7th Grade,50,31,62.0,C
Student_921,8th Grade,100,83,83.0,A
Student_1584,8th Grade,100,57,56.99999999999999,F
Student_1932,7th Grade,100,67,67.0,C+
Student_915,6th Grade,50,21,42.0,F
Student_13,6th Grade,100,32,32.0,F
Student_773,6th Grade,50,23,46.0,F
Student_819,8th Grade,25,24,96.0,A
Student_1537,7th Grade,25,20,80.0,A
Student_737,8th Grade,25,20,80.0,A
Student_1347,7th Grade,25,23,92.0,A
Student_1705,6th Grade,25,22,88.0,A
Student_454,7th Grade,100,83,83.0,A
Student_1050,7th Grade,100,83,83.0,A
Student_928,6th Grade,25,24,96.0,A
Student_1657,8th Grade,50,49,98.0,A
Student_1410,7th Grade,100,37,37.0,F
Student_1561,8th Grade,100,56,56.00000000000001,F
Student_660,7th Grade,25,24,96.0,A
Student_38,8th Grade,100,73,73.0,B
